Subject,Predicate,Object
Wood Love,HAS_GENRE,misc
misc,GENRE_OF,Wood Love
Renoir,HAS_GENRE,Drama
Drama,GENRE_OF,Renoir
Renoir,HAS_GENRE,Romance
Romance,GENRE_OF,Renoir
A Girl at My Door,HAS_GENRE,Drama
Drama,GENRE_OF,A Girl at My Door
Nutcracker,HAS_GENRE,Drama
Drama,GENRE_OF,Nutcracker
Jack,HAS_GENRE,Comedy
Comedy,GENRE_OF,Jack
Jack,HAS_GENRE,Family
Family,GENRE_OF,Jack
Jack,HAS_GENRE,Drama
Drama,GENRE_OF,Jack
Jack,HAS_CAST,Robin Williams
Robin Williams,CAST_IN,Jack
Jack,HAS_CAST,Diane Lane
Diane Lane,CAST_IN,Jack
Jack,HAS_CAST,Jennifer Lopez
Jennifer Lopez,CAST_IN,Jack
Jack,HAS_CAST,Bill Cosby
Bill Cosby,CAST_IN,Jack
Sherlock Jr.,HAS_GENRE,Action
Action,GENRE_OF,Sherlock Jr.
Sherlock Jr.,HAS_GENRE,Comedy
Comedy,GENRE_OF,Sherlock Jr.
Sherlock Jr.,HAS_GENRE,Mystery
Mystery,GENRE_OF,Sherlock Jr.
Magic Mike,HAS_GENRE,Drama
Drama,GENRE_OF,Magic Mike
Magic Mike,HAS_GENRE,Comedy
Comedy,GENRE_OF,Magic Mike
Magic Mike,HAS_CAST,Channing Tatum
Channing Tatum,CAST_IN,Magic Mike
Magic Mike,HAS_CAST,Matthew McConaughey
Matthew McConaughey,CAST_IN,Magic Mike
Batman Revealed,HAS_GENRE,misc
misc,GENRE_OF,Batman Revealed
The Signal,HAS_GENRE,Horror
Horror,GENRE_OF,The Signal
The Signal,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,The Signal
The Signal,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Signal
Girls,HAS_GENRE,Drama
Drama,GENRE_OF,Girls
Girls,HAS_GENRE,Comedy
Comedy,GENRE_OF,Girls
African Cats,HAS_GENRE,Documentary
Documentary,GENRE_OF,African Cats
African Cats,HAS_GENRE,Adventure
Adventure,GENRE_OF,African Cats
African Cats,HAS_CAST,Patrick Stewart
Patrick Stewart,CAST_IN,African Cats
The Last of the Mohicans,HAS_GENRE,Action
Action,GENRE_OF,The Last of the Mohicans
The Last of the Mohicans,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Last of the Mohicans
The Last of the Mohicans,HAS_GENRE,Drama
Drama,GENRE_OF,The Last of the Mohicans
The Last of the Mohicans,HAS_GENRE,History
History,GENRE_OF,The Last of the Mohicans
The Last of the Mohicans,HAS_GENRE,Romance
Romance,GENRE_OF,The Last of the Mohicans
The Last of the Mohicans,HAS_GENRE,War
War,GENRE_OF,The Last of the Mohicans
The Last of the Mohicans,HAS_CAST,Daniel Day-Lewis
Daniel Day-Lewis,CAST_IN,The Last of the Mohicans
The Last of the Mohicans,HAS_DIRECTOR,Michael Mann
Michael Mann,DIRECTED,The Last of the Mohicans
Solaris,HAS_GENRE,Drama
Drama,GENRE_OF,Solaris
Solaris,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Solaris
Solaris,HAS_GENRE,Mystery
Mystery,GENRE_OF,Solaris
Solaris,HAS_CAST,George Clooney
George Clooney,CAST_IN,Solaris
Solaris,HAS_CAST,Viola Davis
Viola Davis,CAST_IN,Solaris
Bringing Out the Dead,HAS_GENRE,Drama
Drama,GENRE_OF,Bringing Out the Dead
Bringing Out the Dead,HAS_CAST,Nicolas Cage
Nicolas Cage,CAST_IN,Bringing Out the Dead
Bringing Out the Dead,HAS_CAST,Patricia Arquette
Patricia Arquette,CAST_IN,Bringing Out the Dead
Bringing Out the Dead,HAS_CAST,John Goodman
John Goodman,CAST_IN,Bringing Out the Dead
Bringing Out the Dead,HAS_DIRECTOR,Martin Scorsese
Martin Scorsese,DIRECTED,Bringing Out the Dead
The Fugitive,HAS_GENRE,Action
Action,GENRE_OF,The Fugitive
The Fugitive,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Fugitive
The Fugitive,HAS_GENRE,Drama
Drama,GENRE_OF,The Fugitive
The Fugitive,HAS_CAST,Harrison Ford
Harrison Ford,CAST_IN,The Fugitive
The Fugitive,HAS_CAST,Tommy Lee Jones
Tommy Lee Jones,CAST_IN,The Fugitive
When Harry Tries to Marry,HAS_GENRE,misc
misc,GENRE_OF,When Harry Tries to Marry
Hostel,HAS_GENRE,Drama
Drama,GENRE_OF,Hostel
Hostel,HAS_GENRE,Action
Action,GENRE_OF,Hostel
Hostel,HAS_GENRE,Crime
Crime,GENRE_OF,Hostel
Psycho,HAS_GENRE,Thriller
Thriller,GENRE_OF,Psycho
Die Hard with a Vengeance,HAS_GENRE,Action
Action,GENRE_OF,Die Hard with a Vengeance
Die Hard with a Vengeance,HAS_GENRE,Thriller
Thriller,GENRE_OF,Die Hard with a Vengeance
Die Hard with a Vengeance,HAS_CAST,Bruce Willis
Bruce Willis,CAST_IN,Die Hard with a Vengeance
Die Hard with a Vengeance,HAS_CAST,Jeremy Irons
Jeremy Irons,CAST_IN,Die Hard with a Vengeance
The Woman,HAS_GENRE,Drama
Drama,GENRE_OF,The Woman
The Woman,HAS_GENRE,Horror
Horror,GENRE_OF,The Woman
The Firm,HAS_GENRE,Drama
Drama,GENRE_OF,The Firm
The Firm,HAS_GENRE,Mystery
Mystery,GENRE_OF,The Firm
The Firm,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Firm
The Firm,HAS_CAST,Tom Cruise
Tom Cruise,CAST_IN,The Firm
The Firm,HAS_CAST,Gene Hackman
Gene Hackman,CAST_IN,The Firm
Cromwell,HAS_GENRE,Drama
Drama,GENRE_OF,Cromwell
Cromwell,HAS_GENRE,History
History,GENRE_OF,Cromwell
Cromwell,HAS_GENRE,War
War,GENRE_OF,Cromwell
Murder on the Orient Express,HAS_GENRE,Crime
Crime,GENRE_OF,Murder on the Orient Express
Murder on the Orient Express,HAS_GENRE,Drama
Drama,GENRE_OF,Murder on the Orient Express
Murder on the Orient Express,HAS_GENRE,Thriller
Thriller,GENRE_OF,Murder on the Orient Express
Murder on the Orient Express,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Murder on the Orient Express
The Toxic Avenger Part II,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Toxic Avenger Part II
The Toxic Avenger Part II,HAS_GENRE,Horror
Horror,GENRE_OF,The Toxic Avenger Part II
The Toxic Avenger Part II,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,The Toxic Avenger Part II
Dragnet,HAS_GENRE,Action
Action,GENRE_OF,Dragnet
Dragnet,HAS_GENRE,Comedy
Comedy,GENRE_OF,Dragnet
Dragnet,HAS_GENRE,Crime
Crime,GENRE_OF,Dragnet
Dragnet,HAS_CAST,Tom Hanks
Tom Hanks,CAST_IN,Dragnet
Moving Violations,HAS_GENRE,Comedy
Comedy,GENRE_OF,Moving Violations
Annie,HAS_GENRE,Music
Music,GENRE_OF,Annie
Annie,HAS_GENRE,Family
Family,GENRE_OF,Annie
Annie,HAS_GENRE,Comedy
Comedy,GENRE_OF,Annie
Annie,HAS_CAST,Kathy Bates
Kathy Bates,CAST_IN,Annie
Ernest Goes to Camp,HAS_GENRE,Comedy
Comedy,GENRE_OF,Ernest Goes to Camp
Ernest Goes to Camp,HAS_GENRE,Family
Family,GENRE_OF,Ernest Goes to Camp
Iron Moon,HAS_GENRE,Documentary
Documentary,GENRE_OF,Iron Moon
The Taking of Pelham 123,HAS_GENRE,Crime
Crime,GENRE_OF,The Taking of Pelham 123
The Taking of Pelham 123,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Taking of Pelham 123
The Taking of Pelham 123,HAS_GENRE,Action
Action,GENRE_OF,The Taking of Pelham 123
The Taking of Pelham 123,HAS_CAST,Denzel Washington
Denzel Washington,CAST_IN,The Taking of Pelham 123
The Taking of Pelham 123,HAS_CAST,John Travolta
John Travolta,CAST_IN,The Taking of Pelham 123
The Taking of Pelham 123,HAS_DIRECTOR,Tony Scott
Tony Scott,DIRECTED,The Taking of Pelham 123
Goodbye Christopher Robin,HAS_GENRE,Family
Family,GENRE_OF,Goodbye Christopher Robin
Goodbye Christopher Robin,HAS_GENRE,History
History,GENRE_OF,Goodbye Christopher Robin
Goodbye Christopher Robin,HAS_GENRE,Drama
Drama,GENRE_OF,Goodbye Christopher Robin
Goodbye Christopher Robin,HAS_CAST,Margot Robbie
Margot Robbie,CAST_IN,Goodbye Christopher Robin
Old Boys: The Way of the Dragon,HAS_GENRE,Action
Action,GENRE_OF,Old Boys: The Way of the Dragon
Old Boys: The Way of the Dragon,HAS_GENRE,Comedy
Comedy,GENRE_OF,Old Boys: The Way of the Dragon
Michael Clayton,HAS_GENRE,Drama
Drama,GENRE_OF,Michael Clayton
Michael Clayton,HAS_GENRE,Thriller
Thriller,GENRE_OF,Michael Clayton
Michael Clayton,HAS_GENRE,Mystery
Mystery,GENRE_OF,Michael Clayton
Michael Clayton,HAS_GENRE,Crime
Crime,GENRE_OF,Michael Clayton
Michael Clayton,HAS_CAST,George Clooney
George Clooney,CAST_IN,Michael Clayton
Ghostbusters,HAS_GENRE,Comedy
Comedy,GENRE_OF,Ghostbusters
Ghostbusters,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Ghostbusters
Ghostbusters,HAS_CAST,Bill Murray
Bill Murray,CAST_IN,Ghostbusters
Ghostbusters,HAS_CAST,Sigourney Weaver
Sigourney Weaver,CAST_IN,Ghostbusters
Ghostbusters,HAS_CAST,Rick Moranis
Rick Moranis,CAST_IN,Ghostbusters
Lovelace,HAS_GENRE,Drama
Drama,GENRE_OF,Lovelace
Lovelace,HAS_CAST,Amanda Seyfried
Amanda Seyfried,CAST_IN,Lovelace
Lovelace,HAS_CAST,Sharon Stone
Sharon Stone,CAST_IN,Lovelace
Lovelace,HAS_CAST,Hank Azaria
Hank Azaria,CAST_IN,Lovelace
Transporter 2,HAS_GENRE,Action
Action,GENRE_OF,Transporter 2
Transporter 2,HAS_GENRE,Thriller
Thriller,GENRE_OF,Transporter 2
Transporter 2,HAS_GENRE,Crime
Crime,GENRE_OF,Transporter 2
Transporter 2,HAS_CAST,Jason Statham
Jason Statham,CAST_IN,Transporter 2
Samson,HAS_GENRE,Action
Action,GENRE_OF,Samson
Samson,HAS_GENRE,Drama
Drama,GENRE_OF,Samson
Samson,HAS_GENRE,Adventure
Adventure,GENRE_OF,Samson
Samson,HAS_CAST,Billy Zane
Billy Zane,CAST_IN,Samson
One Hundred and One Dalmatians,HAS_GENRE,Adventure
Adventure,GENRE_OF,One Hundred and One Dalmatians
One Hundred and One Dalmatians,HAS_GENRE,Animation
Animation,GENRE_OF,One Hundred and One Dalmatians
One Hundred and One Dalmatians,HAS_GENRE,Comedy
Comedy,GENRE_OF,One Hundred and One Dalmatians
One Hundred and One Dalmatians,HAS_GENRE,Family
Family,GENRE_OF,One Hundred and One Dalmatians
The Heat,HAS_GENRE,Action
Action,GENRE_OF,The Heat
The Heat,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Heat
The Heat,HAS_GENRE,Crime
Crime,GENRE_OF,The Heat
The Heat,HAS_CAST,Sandra Bullock
Sandra Bullock,CAST_IN,The Heat
The Heat,HAS_CAST,Melissa McCarthy
Melissa McCarthy,CAST_IN,The Heat
Godzilla vs. Hedorah,HAS_GENRE,Action
Action,GENRE_OF,Godzilla vs. Hedorah
Godzilla vs. Hedorah,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Godzilla vs. Hedorah
Up Close and Personal,HAS_GENRE,misc
misc,GENRE_OF,Up Close and Personal
300 Miles to Heaven,HAS_GENRE,Drama
Drama,GENRE_OF,300 Miles to Heaven
Revenge of the Nerds II: Nerds in Paradise,HAS_GENRE,Comedy
Comedy,GENRE_OF,Revenge of the Nerds II: Nerds in Paradise
Amanda Knox: Murder on Trial in Italy,HAS_GENRE,Crime
Crime,GENRE_OF,Amanda Knox: Murder on Trial in Italy
Amanda Knox: Murder on Trial in Italy,HAS_GENRE,Drama
Drama,GENRE_OF,Amanda Knox: Murder on Trial in Italy
Amanda Knox: Murder on Trial in Italy,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Amanda Knox: Murder on Trial in Italy
Amanda Knox: Murder on Trial in Italy,HAS_CAST,Marcia Gay Harden
Marcia Gay Harden,CAST_IN,Amanda Knox: Murder on Trial in Italy
The Ring,HAS_GENRE,Drama
Drama,GENRE_OF,The Ring
The Ring,HAS_GENRE,Romance
Romance,GENRE_OF,The Ring
The Ring,HAS_GENRE,Documentary
Documentary,GENRE_OF,The Ring
Ace Ventura: When Nature Calls,HAS_GENRE,Crime
Crime,GENRE_OF,Ace Ventura: When Nature Calls
Ace Ventura: When Nature Calls,HAS_GENRE,Comedy
Comedy,GENRE_OF,Ace Ventura: When Nature Calls
Ace Ventura: When Nature Calls,HAS_GENRE,Adventure
Adventure,GENRE_OF,Ace Ventura: When Nature Calls
Ace Ventura: When Nature Calls,HAS_CAST,Jim Carrey
Jim Carrey,CAST_IN,Ace Ventura: When Nature Calls
Rio Bravo,HAS_GENRE,Western
Western,GENRE_OF,Rio Bravo
Rio Bravo,HAS_CAST,John Wayne
John Wayne,CAST_IN,Rio Bravo
Four Brothers,HAS_GENRE,Action
Action,GENRE_OF,Four Brothers
Four Brothers,HAS_GENRE,Crime
Crime,GENRE_OF,Four Brothers
Four Brothers,HAS_CAST,Mark Wahlberg
Mark Wahlberg,CAST_IN,Four Brothers
The House,HAS_GENRE,Horror
Horror,GENRE_OF,The House
The House,HAS_GENRE,Mystery
Mystery,GENRE_OF,The House
The House,HAS_GENRE,Thriller
Thriller,GENRE_OF,The House
The Longest Ride,HAS_GENRE,Drama
Drama,GENRE_OF,The Longest Ride
The Longest Ride,HAS_GENRE,Romance
Romance,GENRE_OF,The Longest Ride
Body of Lies,HAS_GENRE,Action
Action,GENRE_OF,Body of Lies
Body of Lies,HAS_GENRE,Drama
Drama,GENRE_OF,Body of Lies
Body of Lies,HAS_GENRE,Thriller
Thriller,GENRE_OF,Body of Lies
Body of Lies,HAS_CAST,Leonardo DiCaprio
Leonardo DiCaprio,CAST_IN,Body of Lies
Body of Lies,HAS_CAST,Russell Crowe
Russell Crowe,CAST_IN,Body of Lies
Body of Lies,HAS_DIRECTOR,Ridley Scott
Ridley Scott,DIRECTED,Body of Lies
The Apartment,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Apartment
The Apartment,HAS_GENRE,Drama
Drama,GENRE_OF,The Apartment
The Apartment,HAS_GENRE,Romance
Romance,GENRE_OF,The Apartment
The Apartment,HAS_CAST,Jack Lemmon
Jack Lemmon,CAST_IN,The Apartment
The Apartment,HAS_DIRECTOR,Billy Wilder
Billy Wilder,DIRECTED,The Apartment
The Light Between Oceans,HAS_GENRE,Drama
Drama,GENRE_OF,The Light Between Oceans
The Light Between Oceans,HAS_GENRE,Romance
Romance,GENRE_OF,The Light Between Oceans
The Light Between Oceans,HAS_CAST,Michael Fassbender
Michael Fassbender,CAST_IN,The Light Between Oceans
The Light Between Oceans,HAS_CAST,Rachel Weisz
Rachel Weisz,CAST_IN,The Light Between Oceans
Center Stage,HAS_GENRE,Drama
Drama,GENRE_OF,Center Stage
Center Stage,HAS_GENRE,Music
Music,GENRE_OF,Center Stage
The Taking of Pelham One Two Three,HAS_GENRE,Crime
Crime,GENRE_OF,The Taking of Pelham One Two Three
The Taking of Pelham One Two Three,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Taking of Pelham One Two Three
The Taking of Pelham One Two Three,HAS_GENRE,Action
Action,GENRE_OF,The Taking of Pelham One Two Three
Critters,HAS_GENRE,Comedy
Comedy,GENRE_OF,Critters
Critters,HAS_GENRE,Horror
Horror,GENRE_OF,Critters
Critters,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Critters
Treasure Island,HAS_GENRE,Adventure
Adventure,GENRE_OF,Treasure Island
Treasure Island,HAS_GENRE,Family
Family,GENRE_OF,Treasure Island
Billy Liar,HAS_GENRE,Comedy
Comedy,GENRE_OF,Billy Liar
Billy Liar,HAS_GENRE,Drama
Drama,GENRE_OF,Billy Liar
Billy Liar,HAS_GENRE,Romance
Romance,GENRE_OF,Billy Liar
Before Night Falls,HAS_GENRE,Drama
Drama,GENRE_OF,Before Night Falls
Before Night Falls,HAS_CAST,Johnny Depp
Johnny Depp,CAST_IN,Before Night Falls
Struck by Lightning,HAS_GENRE,Comedy
Comedy,GENRE_OF,Struck by Lightning
Struck by Lightning,HAS_GENRE,Drama
Drama,GENRE_OF,Struck by Lightning
Struck by Lightning,HAS_CAST,Christina Hendricks
Christina Hendricks,CAST_IN,Struck by Lightning
The Gumball Rally,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Gumball Rally
The Gumball Rally,HAS_CAST,Gary Busey
Gary Busey,CAST_IN,The Gumball Rally
Vacation,HAS_GENRE,Drama
Drama,GENRE_OF,Vacation
Vacation,HAS_DIRECTOR,Jim Jarmusch
Jim Jarmusch,DIRECTED,Vacation
Kill the Irishman,HAS_GENRE,Action
Action,GENRE_OF,Kill the Irishman
Kill the Irishman,HAS_GENRE,Crime
Crime,GENRE_OF,Kill the Irishman
Kill the Irishman,HAS_GENRE,Thriller
Thriller,GENRE_OF,Kill the Irishman
Kill the Irishman,HAS_GENRE,Drama
Drama,GENRE_OF,Kill the Irishman
Kill the Irishman,HAS_CAST,Val Kilmer
Val Kilmer,CAST_IN,Kill the Irishman
Kill the Irishman,HAS_CAST,Christopher Walken
Christopher Walken,CAST_IN,Kill the Irishman
An American Tail,HAS_GENRE,Drama
Drama,GENRE_OF,An American Tail
An American Tail,HAS_GENRE,Family
Family,GENRE_OF,An American Tail
An American Tail,HAS_GENRE,Animation
Animation,GENRE_OF,An American Tail
An American Tail,HAS_GENRE,Adventure
Adventure,GENRE_OF,An American Tail
An American Tail,HAS_DIRECTOR,Don Bluth
Don Bluth,DIRECTED,An American Tail
A Low Down Dirty Shame,HAS_GENRE,Comedy
Comedy,GENRE_OF,A Low Down Dirty Shame
A Low Down Dirty Shame,HAS_GENRE,Crime
Crime,GENRE_OF,A Low Down Dirty Shame
A Low Down Dirty Shame,HAS_CAST,Jada Pinkett Smith
Jada Pinkett Smith,CAST_IN,A Low Down Dirty Shame
Fearless,HAS_GENRE,Drama
Drama,GENRE_OF,Fearless
Fearless,HAS_GENRE,Action
Action,GENRE_OF,Fearless
Fearless,HAS_CAST,Jet Li
Jet Li,CAST_IN,Fearless
12 Angry Men,HAS_GENRE,Drama
Drama,GENRE_OF,12 Angry Men
Gattaca,HAS_GENRE,Thriller
Thriller,GENRE_OF,Gattaca
Gattaca,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Gattaca
Gattaca,HAS_GENRE,Mystery
Mystery,GENRE_OF,Gattaca
Gattaca,HAS_GENRE,Romance
Romance,GENRE_OF,Gattaca
Gattaca,HAS_CAST,Ethan Hawke
Ethan Hawke,CAST_IN,Gattaca
Gattaca,HAS_CAST,Uma Thurman
Uma Thurman,CAST_IN,Gattaca
Gattaca,HAS_CAST,Jude Law
Jude Law,CAST_IN,Gattaca
Gattaca,HAS_CAST,Alan Arkin
Alan Arkin,CAST_IN,Gattaca
Undisputed III: Redemption,HAS_GENRE,Action
Action,GENRE_OF,Undisputed III: Redemption
Undisputed III: Redemption,HAS_GENRE,Thriller
Thriller,GENRE_OF,Undisputed III: Redemption
Undisputed III: Redemption,HAS_CAST,Scott Adkins
Scott Adkins,CAST_IN,Undisputed III: Redemption
Psycho,HAS_GENRE,Horror
Horror,GENRE_OF,Psycho
Psycho,HAS_GENRE,Drama
Drama,GENRE_OF,Psycho
Psycho,HAS_GENRE,Thriller
Thriller,GENRE_OF,Psycho
Psycho,HAS_DIRECTOR,Alfred Hitchcock
Alfred Hitchcock,DIRECTED,Psycho
The Firm,HAS_GENRE,Drama
Drama,GENRE_OF,The Firm
The Firm,HAS_GENRE,Mystery
Mystery,GENRE_OF,The Firm
The Firm,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Firm
The Firm,HAS_CAST,Tom Cruise
Tom Cruise,CAST_IN,The Firm
The Firm,HAS_CAST,Gene Hackman
Gene Hackman,CAST_IN,The Firm
Van Wilder,HAS_GENRE,Comedy
Comedy,GENRE_OF,Van Wilder
Van Wilder,HAS_GENRE,Romance
Romance,GENRE_OF,Van Wilder
Van Wilder,HAS_CAST,Ryan Reynolds
Ryan Reynolds,CAST_IN,Van Wilder
Far from Home,HAS_GENRE,Thriller
Thriller,GENRE_OF,Far from Home
Far from Home,HAS_CAST,Drew Barrymore
Drew Barrymore,CAST_IN,Far from Home
V for Vendetta,HAS_GENRE,Action
Action,GENRE_OF,V for Vendetta
V for Vendetta,HAS_GENRE,Thriller
Thriller,GENRE_OF,V for Vendetta
V for Vendetta,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,V for Vendetta
V for Vendetta,HAS_CAST,Natalie Portman
Natalie Portman,CAST_IN,V for Vendetta
V for Vendetta,HAS_CAST,Hugo Weaving
Hugo Weaving,CAST_IN,V for Vendetta
Kimi ni Todoke,HAS_GENRE,Romance
Romance,GENRE_OF,Kimi ni Todoke
Kimi ni Todoke,HAS_GENRE,Drama
Drama,GENRE_OF,Kimi ni Todoke
Boomerang,HAS_GENRE,Comedy
Comedy,GENRE_OF,Boomerang
Bertie and Elizabeth,HAS_GENRE,Drama
Drama,GENRE_OF,Bertie and Elizabeth
Bertie and Elizabeth,HAS_GENRE,History
History,GENRE_OF,Bertie and Elizabeth
Bertie and Elizabeth,HAS_GENRE,Romance
Romance,GENRE_OF,Bertie and Elizabeth
Between Us,HAS_GENRE,Drama
Drama,GENRE_OF,Between Us
Between Us,HAS_CAST,Taye Diggs
Taye Diggs,CAST_IN,Between Us
Muriel's Wedding,HAS_GENRE,Comedy
Comedy,GENRE_OF,Muriel's Wedding
Muriel's Wedding,HAS_GENRE,Drama
Drama,GENRE_OF,Muriel's Wedding
Muriel's Wedding,HAS_GENRE,Romance
Romance,GENRE_OF,Muriel's Wedding
National Lampoon's Christmas Vacation,HAS_GENRE,Comedy
Comedy,GENRE_OF,National Lampoon's Christmas Vacation
National Lampoon's Christmas Vacation,HAS_CAST,Chevy Chase
Chevy Chase,CAST_IN,National Lampoon's Christmas Vacation
National Lampoon's Christmas Vacation,HAS_CAST,Juliette Lewis
Juliette Lewis,CAST_IN,National Lampoon's Christmas Vacation
Hop,HAS_GENRE,Animation
Animation,GENRE_OF,Hop
Hop,HAS_GENRE,Comedy
Comedy,GENRE_OF,Hop
Hop,HAS_GENRE,Family
Family,GENRE_OF,Hop
Hop,HAS_CAST,Russell Brand
Russell Brand,CAST_IN,Hop
Hop,HAS_CAST,Hank Azaria
Hank Azaria,CAST_IN,Hop
It's a Free World...,HAS_GENRE,Drama
Drama,GENRE_OF,It's a Free World...
Pay It Forward,HAS_GENRE,Drama
Drama,GENRE_OF,Pay It Forward
Pay It Forward,HAS_CAST,Kevin Spacey
Kevin Spacey,CAST_IN,Pay It Forward
Pay It Forward,HAS_CAST,Helen Hunt
Helen Hunt,CAST_IN,Pay It Forward
Pay It Forward,HAS_CAST,Haley Joel Osment
Haley Joel Osment,CAST_IN,Pay It Forward
Southside with You,HAS_GENRE,Romance
Romance,GENRE_OF,Southside with You
Southside with You,HAS_GENRE,Drama
Drama,GENRE_OF,Southside with You
The Benefactor,HAS_GENRE,Drama
Drama,GENRE_OF,The Benefactor
The Benefactor,HAS_CAST,Dakota Fanning
Dakota Fanning,CAST_IN,The Benefactor
The Benefactor,HAS_CAST,Richard Gere
Richard Gere,CAST_IN,The Benefactor
Earth Girls Are Easy,HAS_GENRE,Comedy
Comedy,GENRE_OF,Earth Girls Are Easy
Earth Girls Are Easy,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Earth Girls Are Easy
Earth Girls Are Easy,HAS_CAST,Jeff Goldblum
Jeff Goldblum,CAST_IN,Earth Girls Are Easy
Earth Girls Are Easy,HAS_CAST,Jim Carrey
Jim Carrey,CAST_IN,Earth Girls Are Easy
Earth Girls Are Easy,HAS_CAST,Damon Wayans
Damon Wayans,CAST_IN,Earth Girls Are Easy
Earth Girls Are Easy,HAS_WRITER,Julie Brown
Julie Brown,WROTE,Earth Girls Are Easy
Blades,HAS_GENRE,Horror
Horror,GENRE_OF,Blades
Blades,HAS_GENRE,Comedy
Comedy,GENRE_OF,Blades
Waterloo Bridge,HAS_GENRE,Drama
Drama,GENRE_OF,Waterloo Bridge
Waterloo Bridge,HAS_GENRE,Romance
Romance,GENRE_OF,Waterloo Bridge
Waterloo Bridge,HAS_GENRE,War
War,GENRE_OF,Waterloo Bridge
Sky Raiders,HAS_GENRE,Adventure
Adventure,GENRE_OF,Sky Raiders
Cheech & Chong's The Corsican Brothers,HAS_GENRE,Comedy
Comedy,GENRE_OF,Cheech & Chong's The Corsican Brothers
My Favorite Year,HAS_GENRE,Comedy
Comedy,GENRE_OF,My Favorite Year
My Favorite Year,HAS_GENRE,Drama
Drama,GENRE_OF,My Favorite Year
The Adventures of Robin Hood,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Adventures of Robin Hood
The Adventures of Robin Hood,HAS_GENRE,Romance
Romance,GENRE_OF,The Adventures of Robin Hood
The Adventures of Robin Hood,HAS_GENRE,History
History,GENRE_OF,The Adventures of Robin Hood
The Switch,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Switch
The Switch,HAS_GENRE,Romance
Romance,GENRE_OF,The Switch
The Switch,HAS_GENRE,Drama
Drama,GENRE_OF,The Switch
The Switch,HAS_CAST,Jennifer Aniston
Jennifer Aniston,CAST_IN,The Switch
The Switch,HAS_CAST,Jason Bateman
Jason Bateman,CAST_IN,The Switch
The Switch,HAS_CAST,Patrick Wilson
Patrick Wilson,CAST_IN,The Switch
The Switch,HAS_CAST,Jeff Goldblum
Jeff Goldblum,CAST_IN,The Switch
Killing Them Softly,HAS_GENRE,Crime
Crime,GENRE_OF,Killing Them Softly
Killing Them Softly,HAS_GENRE,Thriller
Thriller,GENRE_OF,Killing Them Softly
Killing Them Softly,HAS_CAST,Brad Pitt
Brad Pitt,CAST_IN,Killing Them Softly
Killing Them Softly,HAS_CAST,Ben Mendelsohn
Ben Mendelsohn,CAST_IN,Killing Them Softly
Killing Them Softly,HAS_CAST,Ray Liotta
Ray Liotta,CAST_IN,Killing Them Softly
Interview with the Vampire,HAS_GENRE,Horror
Horror,GENRE_OF,Interview with the Vampire
Interview with the Vampire,HAS_GENRE,Drama
Drama,GENRE_OF,Interview with the Vampire
Interview with the Vampire,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Interview with the Vampire
Interview with the Vampire,HAS_CAST,Tom Cruise
Tom Cruise,CAST_IN,Interview with the Vampire
Interview with the Vampire,HAS_CAST,Brad Pitt
Brad Pitt,CAST_IN,Interview with the Vampire
Interview with the Vampire,HAS_CAST,Antonio Banderas
Antonio Banderas,CAST_IN,Interview with the Vampire
Interview with the Vampire,HAS_CAST,Christian Slater
Christian Slater,CAST_IN,Interview with the Vampire
After the Sunset,HAS_GENRE,Action
Action,GENRE_OF,After the Sunset
After the Sunset,HAS_GENRE,Comedy
Comedy,GENRE_OF,After the Sunset
After the Sunset,HAS_GENRE,Crime
Crime,GENRE_OF,After the Sunset
After the Sunset,HAS_GENRE,Drama
Drama,GENRE_OF,After the Sunset
After the Sunset,HAS_CAST,Pierce Brosnan
Pierce Brosnan,CAST_IN,After the Sunset
After the Sunset,HAS_CAST,Salma Hayek Pinault
Salma Hayek Pinault,CAST_IN,After the Sunset
After the Sunset,HAS_CAST,Woody Harrelson
Woody Harrelson,CAST_IN,After the Sunset
After the Sunset,HAS_CAST,Don Cheadle
Don Cheadle,CAST_IN,After the Sunset
