SUBJECT,RELATION,OBJECT_PROPERTY
Action,GENRE_OF,RoboCop
RoboCop,HAS_GENRE,Action
Forest Whitaker,CAST_IN,Repo Men
Repo Men,HAS_CAST,Forest Whitaker
Jude Law,CAST_IN,Repo Men
Repo Men,HAS_CAST,Jude Law
Crime,GENRE_OF,Repo Men
Repo Men,HAS_GENRE,Crime
Thriller,GENRE_OF,Repo Men
Repo Men,HAS_GENRE,Thriller
Science Fiction,GENRE_OF,Repo Men
Repo Men,HAS_GENRE,Science Fiction
Action,GENRE_OF,Repo Men
Repo Men,HAS_GENRE,Action
Ryan Reynolds,CAST_IN,Blade: Trinity
Blade: Trinity,HAS_CAST,Ryan Reynolds
Wesley Snipes,CAST_IN,Blade: Trinity
Blade: Trinity,HAS_CAST,Wesley Snipes
Fantasy,GENRE_OF,Blade: Trinity
Blade: Trinity,HAS_GENRE,Fantasy
Horror,GENRE_OF,Blade: Trinity
Blade: Trinity,HAS_GENRE,Horror
Action,GENRE_OF,Blade: Trinity
Blade: Trinity,HAS_GENRE,Action
Fantasy,GENRE_OF,"It's a Mad, Mad, Mad World"
"It's a Mad, Mad, Mad World",HAS_GENRE,Fantasy
Family,GENRE_OF,"It's a Mad, Mad, Mad World"
"It's a Mad, Mad, Mad World",HAS_GENRE,Family
Comedy,GENRE_OF,"It's a Mad, Mad, Mad World"
"It's a Mad, Mad, Mad World",HAS_GENRE,Comedy
John Carpenter,DIRECTED,Christine
Christine,HAS_DIRECTOR,John Carpenter
Horror,GENRE_OF,Christine
Christine,HAS_GENRE,Horror
misc,GENRE_OF,Three Stooges Fun-O-Rama
Three Stooges Fun-O-Rama,HAS_GENRE,misc
James Franco,DIRECTED,The Disaster Artist
The Disaster Artist,HAS_DIRECTOR,James Franco
Seth Rogen,CAST_IN,The Disaster Artist
The Disaster Artist,HAS_CAST,Seth Rogen
James Franco,CAST_IN,The Disaster Artist
The Disaster Artist,HAS_CAST,James Franco
Drama,GENRE_OF,The Disaster Artist
The Disaster Artist,HAS_GENRE,Drama
Comedy,GENRE_OF,The Disaster Artist
The Disaster Artist,HAS_GENRE,Comedy
Gabriel Byrne,CAST_IN,Lionheart
Lionheart,HAS_CAST,Gabriel Byrne
Drama,GENRE_OF,Lionheart
Lionheart,HAS_GENRE,Drama
Adventure,GENRE_OF,Lionheart
Lionheart,HAS_GENRE,Adventure
Jean-Claude Van Damme,CAST_IN,Lionheart
Lionheart,HAS_CAST,Jean-Claude Van Damme
Action,GENRE_OF,Lionheart
Lionheart,HAS_GENRE,Action
Angelina Jolie,CAST_IN,Shark Tale
Shark Tale,HAS_CAST,Angelina Jolie
Jack Black,CAST_IN,Shark Tale
Shark Tale,HAS_CAST,Jack Black
Robert De Niro,CAST_IN,Shark Tale
Shark Tale,HAS_CAST,Robert De Niro
Will Smith,CAST_IN,Shark Tale
Shark Tale,HAS_CAST,Will Smith
Family,GENRE_OF,Shark Tale
Shark Tale,HAS_GENRE,Family
Comedy,GENRE_OF,Shark Tale
Shark Tale,HAS_GENRE,Comedy
Action,GENRE_OF,Shark Tale
Shark Tale,HAS_GENRE,Action
Animation,GENRE_OF,Shark Tale
Shark Tale,HAS_GENRE,Animation
Documentary,GENRE_OF,Nanook of the North
Nanook of the North,HAS_GENRE,Documentary
Paul Newman,CAST_IN,Slap Shot
Slap Shot,HAS_CAST,Paul Newman
Drama,GENRE_OF,Slap Shot
Slap Shot,HAS_GENRE,Drama
Comedy,GENRE_OF,Slap Shot
Slap Shot,HAS_GENRE,Comedy
Science Fiction,GENRE_OF,Back to the Future Part III
Back to the Future Part III,HAS_GENRE,Science Fiction
Comedy,GENRE_OF,Back to the Future Part III
Back to the Future Part III,HAS_GENRE,Comedy
Adventure,GENRE_OF,Back to the Future Part III
Back to the Future Part III,HAS_GENRE,Adventure
Tye Sheridan,CAST_IN,Scouts Guide to the Zombie Apocalypse
Scouts Guide to the Zombie Apocalypse,HAS_CAST,Tye Sheridan
Horror,GENRE_OF,Scouts Guide to the Zombie Apocalypse
Scouts Guide to the Zombie Apocalypse,HAS_GENRE,Horror
Comedy,GENRE_OF,Scouts Guide to the Zombie Apocalypse
Scouts Guide to the Zombie Apocalypse,HAS_GENRE,Comedy
Horror,GENRE_OF,Hatchet
Hatchet,HAS_GENRE,Horror
Comedy,GENRE_OF,Hatchet
Hatchet,HAS_GENRE,Comedy
Horror,GENRE_OF,Dracula 2012
Dracula 2012,HAS_GENRE,Horror
Danny DeVito,CAST_IN,Hercules
Hercules,HAS_CAST,Danny DeVito
Romance,GENRE_OF,Hercules
Hercules,HAS_GENRE,Romance
Comedy,GENRE_OF,Hercules
Hercules,HAS_GENRE,Comedy
Adventure,GENRE_OF,Hercules
Hercules,HAS_GENRE,Adventure
Fantasy,GENRE_OF,Hercules
Hercules,HAS_GENRE,Fantasy
Family,GENRE_OF,Hercules
Hercules,HAS_GENRE,Family
Animation,GENRE_OF,Hercules
Hercules,HAS_GENRE,Animation
Cameron Diaz,CAST_IN,My Best Friend's Wedding
My Best Friend's Wedding,HAS_CAST,Cameron Diaz
Julia Roberts,CAST_IN,My Best Friend's Wedding
My Best Friend's Wedding,HAS_CAST,Julia Roberts
Romance,GENRE_OF,My Best Friend's Wedding
My Best Friend's Wedding,HAS_GENRE,Romance
Comedy,GENRE_OF,My Best Friend's Wedding
My Best Friend's Wedding,HAS_GENRE,Comedy
History,GENRE_OF,Great Expectations
Great Expectations,HAS_GENRE,History
Drama,GENRE_OF,Great Expectations
Great Expectations,HAS_GENRE,Drama
Romance,GENRE_OF,Great Expectations
Great Expectations,HAS_GENRE,Romance
Drama,GENRE_OF,Three Colors: Blue
Three Colors: Blue,HAS_GENRE,Drama
Cary Elwes,CAST_IN,Twister
Twister,HAS_CAST,Cary Elwes
Helen Hunt,CAST_IN,Twister
Twister,HAS_CAST,Helen Hunt
Adventure,GENRE_OF,Twister
Twister,HAS_GENRE,Adventure
Action,GENRE_OF,Twister
Twister,HAS_GENRE,Action
Crispin Glover,CAST_IN,Twister
Twister,HAS_CAST,Crispin Glover
Comedy,GENRE_OF,Twister
Twister,HAS_GENRE,Comedy
Drama,GENRE_OF,Twister
Twister,HAS_GENRE,Drama
Martin Freeman,CAST_IN,Ali G Indahouse
Ali G Indahouse,HAS_CAST,Martin Freeman
Comedy,GENRE_OF,Ali G Indahouse
Ali G Indahouse,HAS_GENRE,Comedy
Ben Stiller,DIRECTED,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_DIRECTOR,Ben Stiller
Adam Scott,CAST_IN,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_CAST,Adam Scott
Sean Penn,CAST_IN,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_CAST,Sean Penn
Kristen Wiig,CAST_IN,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_CAST,Kristen Wiig
Ben Stiller,CAST_IN,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_CAST,Ben Stiller
Fantasy,GENRE_OF,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_GENRE,Fantasy
Drama,GENRE_OF,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_GENRE,Drama
Comedy,GENRE_OF,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_GENRE,Comedy
Adventure,GENRE_OF,The Secret Life of Walter Mitty
The Secret Life of Walter Mitty,HAS_GENRE,Adventure
Terry Gilliam,WROTE,Time Bandits
Time Bandits,HAS_WRITER,Terry Gilliam
Terry Gilliam,DIRECTED,Time Bandits
Time Bandits,HAS_DIRECTOR,Terry Gilliam
Comedy,GENRE_OF,Time Bandits
Time Bandits,HAS_GENRE,Comedy
Adventure,GENRE_OF,Time Bandits
Time Bandits,HAS_GENRE,Adventure
Science Fiction,GENRE_OF,Time Bandits
Time Bandits,HAS_GENRE,Science Fiction
Fantasy,GENRE_OF,Time Bandits
Time Bandits,HAS_GENRE,Fantasy
Family,GENRE_OF,Time Bandits
Time Bandits,HAS_GENRE,Family
Christina Ricci,CAST_IN,That Darn Cat
That Darn Cat,HAS_CAST,Christina Ricci
Comedy,GENRE_OF,That Darn Cat
That Darn Cat,HAS_GENRE,Comedy
Family,GENRE_OF,That Darn Cat
That Darn Cat,HAS_GENRE,Family
misc,GENRE_OF,Up Denali 3D
Up Denali 3D,HAS_GENRE,misc
Bill Murray,CAST_IN,Groundhog Day
Groundhog Day,HAS_CAST,Bill Murray
Comedy,GENRE_OF,Groundhog Day
Groundhog Day,HAS_GENRE,Comedy
Drama,GENRE_OF,Groundhog Day
Groundhog Day,HAS_GENRE,Drama
Fantasy,GENRE_OF,Groundhog Day
Groundhog Day,HAS_GENRE,Fantasy
Romance,GENRE_OF,Groundhog Day
Groundhog Day,HAS_GENRE,Romance
Steve Harvey,CAST_IN,Love Don't Cost a Thing
Love Don't Cost a Thing,HAS_CAST,Steve Harvey
Nick Cannon,CAST_IN,Love Don't Cost a Thing
Love Don't Cost a Thing,HAS_CAST,Nick Cannon
Romance,GENRE_OF,Love Don't Cost a Thing
Love Don't Cost a Thing,HAS_GENRE,Romance
Family,GENRE_OF,Love Don't Cost a Thing
Love Don't Cost a Thing,HAS_GENRE,Family
Drama,GENRE_OF,Love Don't Cost a Thing
Love Don't Cost a Thing,HAS_GENRE,Drama
Comedy,GENRE_OF,Love Don't Cost a Thing
Love Don't Cost a Thing,HAS_GENRE,Comedy
misc,GENRE_OF,When Paddy Met Sally
When Paddy Met Sally,HAS_GENRE,misc
Romance,GENRE_OF,Cashback
Cashback,HAS_GENRE,Romance
Comedy,GENRE_OF,Cashback
Cashback,HAS_GENRE,Comedy
Drama,GENRE_OF,Cashback
Cashback,HAS_GENRE,Drama
Documentary,GENRE_OF,Slapshot
Slapshot,HAS_GENRE,Documentary
John Cusack,CAST_IN,The Frozen Ground
The Frozen Ground,HAS_CAST,John Cusack
Nicolas Cage,CAST_IN,The Frozen Ground
The Frozen Ground,HAS_CAST,Nicolas Cage
Crime,GENRE_OF,The Frozen Ground
The Frozen Ground,HAS_GENRE,Crime
Thriller,GENRE_OF,The Frozen Ground
The Frozen Ground,HAS_GENRE,Thriller
Zac Efron,CAST_IN,High School Musical 3: Senior Year
High School Musical 3: Senior Year,HAS_CAST,Zac Efron
Music,GENRE_OF,High School Musical 3: Senior Year
High School Musical 3: Senior Year,HAS_GENRE,Music
Family,GENRE_OF,High School Musical 3: Senior Year
High School Musical 3: Senior Year,HAS_GENRE,Family
Drama,GENRE_OF,High School Musical 3: Senior Year
High School Musical 3: Senior Year,HAS_GENRE,Drama
Romance,GENRE_OF,High School Musical 3: Senior Year
High School Musical 3: Senior Year,HAS_GENRE,Romance
Comedy,GENRE_OF,High School Musical 3: Senior Year
High School Musical 3: Senior Year,HAS_GENRE,Comedy
Chris Tucker,CAST_IN,Friday
Friday,HAS_CAST,Chris Tucker
Ice Cube,CAST_IN,Friday
Friday,HAS_CAST,Ice Cube
Comedy,GENRE_OF,Friday
Friday,HAS_GENRE,Comedy
Horror,GENRE_OF,Friday
Friday,HAS_GENRE,Horror
Documentary,GENRE_OF,Happy Valley
Happy Valley,HAS_GENRE,Documentary
misc,GENRE_OF,Why Get a Divorce%3F
Why Get a Divorce%3F,HAS_GENRE,misc
Marlon Brando,CAST_IN,Last Tango in Paris
Last Tango in Paris,HAS_CAST,Marlon Brando
Romance,GENRE_OF,Last Tango in Paris
Last Tango in Paris,HAS_GENRE,Romance
Drama,GENRE_OF,Last Tango in Paris
Last Tango in Paris,HAS_GENRE,Drama
Adam Scott,CAST_IN,Monster-in-Law
Monster-in-Law,HAS_CAST,Adam Scott
Wanda Sykes,CAST_IN,Monster-in-Law
Monster-in-Law,HAS_CAST,Wanda Sykes
Jane Fonda,CAST_IN,Monster-in-Law
Monster-in-Law,HAS_CAST,Jane Fonda
Jennifer Lopez,CAST_IN,Monster-in-Law
Monster-in-Law,HAS_CAST,Jennifer Lopez
Comedy,GENRE_OF,Monster-in-Law
Monster-in-Law,HAS_GENRE,Comedy
Romance,GENRE_OF,Monster-in-Law
Monster-in-Law,HAS_GENRE,Romance
Julie Andrews,CAST_IN,The Americanization of Emily
The Americanization of Emily,HAS_CAST,Julie Andrews
War,GENRE_OF,The Americanization of Emily
The Americanization of Emily,HAS_GENRE,War
Romance,GENRE_OF,The Americanization of Emily
The Americanization of Emily,HAS_GENRE,Romance
Drama,GENRE_OF,The Americanization of Emily
The Americanization of Emily,HAS_GENRE,Drama
Comedy,GENRE_OF,The Americanization of Emily
The Americanization of Emily,HAS_GENRE,Comedy
Family,GENRE_OF,Pokémon: The Movie 2000
Pokémon: The Movie 2000,HAS_GENRE,Family
Science Fiction,GENRE_OF,Pokémon: The Movie 2000
Pokémon: The Movie 2000,HAS_GENRE,Science Fiction
Animation,GENRE_OF,Pokémon: The Movie 2000
Pokémon: The Movie 2000,HAS_GENRE,Animation
Fantasy,GENRE_OF,Pokémon: The Movie 2000
Pokémon: The Movie 2000,HAS_GENRE,Fantasy
Adventure,GENRE_OF,Pokémon: The Movie 2000
Pokémon: The Movie 2000,HAS_GENRE,Adventure
Angela Lansbury,CAST_IN,National Velvet
National Velvet,HAS_CAST,Angela Lansbury
Elizabeth Taylor,CAST_IN,National Velvet
National Velvet,HAS_CAST,Elizabeth Taylor
Family,GENRE_OF,National Velvet
National Velvet,HAS_GENRE,Family
Drama,GENRE_OF,National Velvet
National Velvet,HAS_GENRE,Drama
Julia Roberts,CAST_IN,Sleeping with the Enemy
Sleeping with the Enemy,HAS_CAST,Julia Roberts
Thriller,GENRE_OF,Sleeping with the Enemy
Sleeping with the Enemy,HAS_GENRE,Thriller
Crime,GENRE_OF,Sleeping with the Enemy
Sleeping with the Enemy,HAS_GENRE,Crime
Drama,GENRE_OF,Sleeping with the Enemy
Sleeping with the Enemy,HAS_GENRE,Drama
Sally Field,CAST_IN,The Little Mermaid: Ariel's Beginning
The Little Mermaid: Ariel's Beginning,HAS_CAST,Sally Field
Animation,GENRE_OF,The Little Mermaid: Ariel's Beginning
The Little Mermaid: Ariel's Beginning,HAS_GENRE,Animation
Family,GENRE_OF,The Little Mermaid: Ariel's Beginning
The Little Mermaid: Ariel's Beginning,HAS_GENRE,Family
Mystery,GENRE_OF,Let Me In
Let Me In,HAS_GENRE,Mystery
Horror,GENRE_OF,Let Me In
Let Me In,HAS_GENRE,Horror
Drama,GENRE_OF,Let Me In
Let Me In,HAS_GENRE,Drama
Meryl Streep,CAST_IN,Death Becomes Her
Death Becomes Her,HAS_CAST,Meryl Streep
Bruce Willis,CAST_IN,Death Becomes Her
Death Becomes Her,HAS_CAST,Bruce Willis
Goldie Hawn,CAST_IN,Death Becomes Her
Death Becomes Her,HAS_CAST,Goldie Hawn
Horror,GENRE_OF,Death Becomes Her
Death Becomes Her,HAS_GENRE,Horror
Fantasy,GENRE_OF,Death Becomes Her
Death Becomes Her,HAS_GENRE,Fantasy
Comedy,GENRE_OF,Death Becomes Her
Death Becomes Her,HAS_GENRE,Comedy
Antonio Banderas,CAST_IN,Ruby Sparks
Ruby Sparks,HAS_CAST,Antonio Banderas
Zoe Kazan,CAST_IN,Ruby Sparks
Ruby Sparks,HAS_CAST,Zoe Kazan
Drama,GENRE_OF,Ruby Sparks
Ruby Sparks,HAS_GENRE,Drama
Fantasy,GENRE_OF,Ruby Sparks
Ruby Sparks,HAS_GENRE,Fantasy
Romance,GENRE_OF,Ruby Sparks
Ruby Sparks,HAS_GENRE,Romance
Comedy,GENRE_OF,Ruby Sparks
Ruby Sparks,HAS_GENRE,Comedy
Hugh Jackman,CAST_IN,Rise of the Guardians
Rise of the Guardians,HAS_CAST,Hugh Jackman
Isla Fisher,CAST_IN,Rise of the Guardians
Rise of the Guardians,HAS_CAST,Isla Fisher
Jude Law,CAST_IN,Rise of the Guardians
Rise of the Guardians,HAS_CAST,Jude Law
Alec Baldwin,CAST_IN,Rise of the Guardians
Rise of the Guardians,HAS_CAST,Alec Baldwin
Chris Pine,CAST_IN,Rise of the Guardians
Rise of the Guardians,HAS_CAST,Chris Pine
Adventure,GENRE_OF,Rise of the Guardians
Rise of the Guardians,HAS_GENRE,Adventure
Action,GENRE_OF,Rise of the Guardians
Rise of the Guardians,HAS_GENRE,Action
Fantasy,GENRE_OF,Rise of the Guardians
Rise of the Guardians,HAS_GENRE,Fantasy
Animation,GENRE_OF,Rise of the Guardians
Rise of the Guardians,HAS_GENRE,Animation
Family,GENRE_OF,Rise of the Guardians
Rise of the Guardians,HAS_GENRE,Family
Amy Adams,CAST_IN,The Wedding Date
The Wedding Date,HAS_CAST,Amy Adams
Debra Messing,CAST_IN,The Wedding Date
The Wedding Date,HAS_CAST,Debra Messing
Comedy,GENRE_OF,The Wedding Date
The Wedding Date,HAS_GENRE,Comedy
Romance,GENRE_OF,The Wedding Date
The Wedding Date,HAS_GENRE,Romance
Animation,GENRE_OF,Moana
Moana,HAS_GENRE,Animation
Dwayne Johnson,CAST_IN,Moana
Moana,HAS_CAST,Dwayne Johnson
Fantasy,GENRE_OF,Moana
Moana,HAS_GENRE,Fantasy
Family,GENRE_OF,Moana
Moana,HAS_GENRE,Family
Comedy,GENRE_OF,Moana
Moana,HAS_GENRE,Comedy
Adventure,GENRE_OF,Moana
Moana,HAS_GENRE,Adventure
John Goodman,CAST_IN,Bee Movie
Bee Movie,HAS_CAST,John Goodman
Matthew Broderick,CAST_IN,Bee Movie
Bee Movie,HAS_CAST,Matthew Broderick
Comedy,GENRE_OF,Bee Movie
Bee Movie,HAS_GENRE,Comedy
Adventure,GENRE_OF,Bee Movie
Bee Movie,HAS_GENRE,Adventure
Animation,GENRE_OF,Bee Movie
Bee Movie,HAS_GENRE,Animation
Family,GENRE_OF,Bee Movie
Bee Movie,HAS_GENRE,Family
Fred Astaire,CAST_IN,The Towering Inferno
The Towering Inferno,HAS_CAST,Fred Astaire
Faye Dunaway,CAST_IN,The Towering Inferno
The Towering Inferno,HAS_CAST,Faye Dunaway
Paul Newman,CAST_IN,The Towering Inferno
The Towering Inferno,HAS_CAST,Paul Newman
Steve McQueen,CAST_IN,The Towering Inferno
The Towering Inferno,HAS_CAST,Steve McQueen
Thriller,GENRE_OF,The Towering Inferno
The Towering Inferno,HAS_GENRE,Thriller
Drama,GENRE_OF,The Towering Inferno
The Towering Inferno,HAS_GENRE,Drama
Action,GENRE_OF,The Towering Inferno
The Towering Inferno,HAS_GENRE,Action
Comedy,GENRE_OF,Love at First Bite
Love at First Bite,HAS_GENRE,Comedy
Tom Cruise,CAST_IN,Rain Man
Rain Man,HAS_CAST,Tom Cruise
Dustin Hoffman,CAST_IN,Rain Man
Rain Man,HAS_CAST,Dustin Hoffman
Drama,GENRE_OF,Rain Man
Rain Man,HAS_GENRE,Drama
Comedy,GENRE_OF,Detective School Dropouts
Detective School Dropouts,HAS_GENRE,Comedy
Action,GENRE_OF,Detective School Dropouts
Detective School Dropouts,HAS_GENRE,Action
Oliver Stone,DIRECTED,Born on the Fourth of July
Born on the Fourth of July,HAS_DIRECTOR,Oliver Stone
Tom Cruise,CAST_IN,Born on the Fourth of July
Born on the Fourth of July,HAS_CAST,Tom Cruise
War,GENRE_OF,Born on the Fourth of July
Born on the Fourth of July,HAS_GENRE,War
Drama,GENRE_OF,Born on the Fourth of July
Born on the Fourth of July,HAS_GENRE,Drama
Rachel Weisz,CAST_IN,About a Boy
About a Boy,HAS_CAST,Rachel Weisz
Hugh Grant,CAST_IN,About a Boy
About a Boy,HAS_CAST,Hugh Grant
Romance,GENRE_OF,About a Boy
About a Boy,HAS_GENRE,Romance
Comedy,GENRE_OF,About a Boy
About a Boy,HAS_GENRE,Comedy
Drama,GENRE_OF,About a Boy
About a Boy,HAS_GENRE,Drama
Documentary,GENRE_OF,Dawson City: Frozen Time
Dawson City: Frozen Time,HAS_GENRE,Documentary
Gary Busey,CAST_IN,Drop Zone
Drop Zone,HAS_CAST,Gary Busey
Wesley Snipes,CAST_IN,Drop Zone
Drop Zone,HAS_CAST,Wesley Snipes
Thriller,GENRE_OF,Drop Zone
Drop Zone,HAS_GENRE,Thriller
Action,GENRE_OF,Drop Zone
Drop Zone,HAS_GENRE,Action
Horror,GENRE_OF,Jeepers Creepers 2
Jeepers Creepers 2,HAS_GENRE,Horror
Drama,GENRE_OF,The Leopard
The Leopard,HAS_GENRE,Drama
Fantasy,GENRE_OF,Highlander: The Source
Highlander: The Source,HAS_GENRE,Fantasy
Action,GENRE_OF,Highlander: The Source
Highlander: The Source,HAS_GENRE,Action
Western,GENRE_OF,The Legend of Ben Hall
The Legend of Ben Hall,HAS_GENRE,Western
Minnie Driver,CAST_IN,The Phantom of the Opera
The Phantom of the Opera,HAS_CAST,Minnie Driver
Patrick Wilson,CAST_IN,The Phantom of the Opera
The Phantom of the Opera,HAS_CAST,Patrick Wilson
Gerard Butler,CAST_IN,The Phantom of the Opera
The Phantom of the Opera,HAS_CAST,Gerard Butler
Romance,GENRE_OF,The Phantom of the Opera
The Phantom of the Opera,HAS_GENRE,Romance
Drama,GENRE_OF,The Phantom of the Opera
The Phantom of the Opera,HAS_GENRE,Drama
Thriller,GENRE_OF,The Phantom of the Opera
The Phantom of the Opera,HAS_GENRE,Thriller
Horror,GENRE_OF,The Phantom of the Opera
The Phantom of the Opera,HAS_GENRE,Horror
Animation,GENRE_OF,Thomas & Friends: The Great Race
Thomas & Friends: The Great Race,HAS_GENRE,Animation
Family,GENRE_OF,Thomas & Friends: The Great Race
Thomas & Friends: The Great Race,HAS_GENRE,Family
Neil Gaiman,WROTE,How to Talk to Girls at Parties
How to Talk to Girls at Parties,HAS_WRITER,Neil Gaiman
Nicole Kidman,CAST_IN,How to Talk to Girls at Parties
How to Talk to Girls at Parties,HAS_CAST,Nicole Kidman
Science Fiction,GENRE_OF,How to Talk to Girls at Parties
How to Talk to Girls at Parties,HAS_GENRE,Science Fiction
Romance,GENRE_OF,How to Talk to Girls at Parties
How to Talk to Girls at Parties,HAS_GENRE,Romance
Music,GENRE_OF,How to Talk to Girls at Parties
How to Talk to Girls at Parties,HAS_GENRE,Music
Comedy,GENRE_OF,How to Talk to Girls at Parties
How to Talk to Girls at Parties,HAS_GENRE,Comedy
Colin Firth,CAST_IN,Devil's Knot
Devil's Knot,HAS_CAST,Colin Firth
Reese Witherspoon,CAST_IN,Devil's Knot
Devil's Knot,HAS_CAST,Reese Witherspoon
Thriller,GENRE_OF,Devil's Knot
Devil's Knot,HAS_GENRE,Thriller
Drama,GENRE_OF,Devil's Knot
Devil's Knot,HAS_GENRE,Drama
Crime,GENRE_OF,Devil's Knot
Devil's Knot,HAS_GENRE,Crime
Miles Teller,CAST_IN,Footloose
Footloose,HAS_CAST,Miles Teller
Julianne Hough,CAST_IN,Footloose
Footloose,HAS_CAST,Julianne Hough
Dennis Quaid,CAST_IN,Footloose
Footloose,HAS_CAST,Dennis Quaid
Music,GENRE_OF,Footloose
Footloose,HAS_GENRE,Music
Kevin Bacon,CAST_IN,Footloose
Footloose,HAS_CAST,Kevin Bacon
Romance,GENRE_OF,Footloose
Footloose,HAS_GENRE,Romance
Drama,GENRE_OF,Footloose
Footloose,HAS_GENRE,Drama
Nicolas Cage,CAST_IN,Mom and Dad
Mom and Dad,HAS_CAST,Nicolas Cage
Comedy,GENRE_OF,Mom and Dad
Mom and Dad,HAS_GENRE,Comedy
Horror,GENRE_OF,Mom and Dad
Mom and Dad,HAS_GENRE,Horror
Thriller,GENRE_OF,Mom and Dad
Mom and Dad,HAS_GENRE,Thriller
Fantasy,GENRE_OF,The Nativity Story
The Nativity Story,HAS_GENRE,Fantasy
Drama,GENRE_OF,The Nativity Story
The Nativity Story,HAS_GENRE,Drama
Matthew Perry,CAST_IN,Three to Tango
Three to Tango,HAS_CAST,Matthew Perry
Romance,GENRE_OF,Three to Tango
Three to Tango,HAS_GENRE,Romance
Comedy,GENRE_OF,Three to Tango
Three to Tango,HAS_GENRE,Comedy
Tom Hanks,CAST_IN,Turner & Hooch
Turner & Hooch,HAS_CAST,Tom Hanks
Family,GENRE_OF,Turner & Hooch
Turner & Hooch,HAS_GENRE,Family
Crime,GENRE_OF,Turner & Hooch
Turner & Hooch,HAS_GENRE,Crime
Thriller,GENRE_OF,Turner & Hooch
Turner & Hooch,HAS_GENRE,Thriller
Comedy,GENRE_OF,Turner & Hooch
Turner & Hooch,HAS_GENRE,Comedy
Action,GENRE_OF,Turner & Hooch
Turner & Hooch,HAS_GENRE,Action
Jeremy Irons,CAST_IN,The Time Machine
The Time Machine,HAS_CAST,Jeremy Irons
Guy Pearce,CAST_IN,The Time Machine
The Time Machine,HAS_CAST,Guy Pearce
Action,GENRE_OF,The Time Machine
The Time Machine,HAS_GENRE,Action
Romance,GENRE_OF,The Time Machine
The Time Machine,HAS_GENRE,Romance
Science Fiction,GENRE_OF,The Time Machine
The Time Machine,HAS_GENRE,Science Fiction
Fantasy,GENRE_OF,The Time Machine
The Time Machine,HAS_GENRE,Fantasy
Adventure,GENRE_OF,The Time Machine
The Time Machine,HAS_GENRE,Adventure
Thriller,GENRE_OF,The Time Machine
The Time Machine,HAS_GENRE,Thriller
Drama,GENRE_OF,Ida
Ida,HAS_GENRE,Drama
Naomi Watts,CAST_IN,The Painted Veil
The Painted Veil,HAS_CAST,Naomi Watts
Edward Norton,CAST_IN,The Painted Veil
The Painted Veil,HAS_CAST,Edward Norton
Drama,GENRE_OF,The Painted Veil
The Painted Veil,HAS_GENRE,Drama
Romance,GENRE_OF,The Painted Veil
The Painted Veil,HAS_GENRE,Romance
Bruce Lee,CAST_IN,I Am Bruce Lee
I Am Bruce Lee,HAS_CAST,Bruce Lee
Documentary,GENRE_OF,I Am Bruce Lee
I Am Bruce Lee,HAS_GENRE,Documentary
Leslie Nielsen,CAST_IN,Creepshow
Creepshow,HAS_CAST,Leslie Nielsen
Comedy,GENRE_OF,Creepshow
Creepshow,HAS_GENRE,Comedy
Horror,GENRE_OF,Creepshow
Creepshow,HAS_GENRE,Horror
Fantasy,GENRE_OF,Kung Fury
Kung Fury,HAS_GENRE,Fantasy
Science Fiction,GENRE_OF,Kung Fury
Kung Fury,HAS_GENRE,Science Fiction
Comedy,GENRE_OF,Kung Fury
Kung Fury,HAS_GENRE,Comedy
Action,GENRE_OF,Kung Fury
Kung Fury,HAS_GENRE,Action
Music,GENRE_OF,Foo Fighters: Back and Forth
Foo Fighters: Back and Forth,HAS_GENRE,Music
Documentary,GENRE_OF,Foo Fighters: Back and Forth
Foo Fighters: Back and Forth,HAS_GENRE,Documentary
James Franco,CAST_IN,Pineapple Express
Pineapple Express,HAS_CAST,James Franco
Seth Rogen,CAST_IN,Pineapple Express
Pineapple Express,HAS_CAST,Seth Rogen
Crime,GENRE_OF,Pineapple Express
Pineapple Express,HAS_GENRE,Crime
Comedy,GENRE_OF,Pineapple Express
Pineapple Express,HAS_GENRE,Comedy
Action,GENRE_OF,Pineapple Express
Pineapple Express,HAS_GENRE,Action
Action,GENRE_OF,Queen of Babylon
Queen of Babylon,HAS_GENRE,Action
Adventure,GENRE_OF,Queen of Babylon
Queen of Babylon,HAS_GENRE,Adventure
Drama,GENRE_OF,Queen of Babylon
Queen of Babylon,HAS_GENRE,Drama
Molly Ringwald,CAST_IN,Cut
Cut,HAS_CAST,Molly Ringwald
Mystery,GENRE_OF,Cut
Cut,HAS_GENRE,Mystery
Horror,GENRE_OF,Cut
Cut,HAS_GENRE,Horror
Comedy,GENRE_OF,Cut
Cut,HAS_GENRE,Comedy
Nicolas Cage,CAST_IN,Ghost Rider
Ghost Rider,HAS_CAST,Nicolas Cage
Action,GENRE_OF,Ghost Rider
Ghost Rider,HAS_GENRE,Action
Fantasy,GENRE_OF,Ghost Rider
